FlightDate,DayOfWeek,WeekOfYear,DaysToFlight,Class,AvailableCapacity,CASKValue,TargetRevenue,IsHoliday,priceCompetitor2,priceCompetitor2,priceCompetitor3,Price
43013,5,40,6,77,204,0.015137776,1505,0,342.36,240,140.58,154.5950322
43013,5,40,5,77,184,0.015137776,1505,0,342.36,240,140.58,155.1354393
43013,5,40,4,77,171,0.015137776,1505,0,342.36,240,140.58,157.9767777
43013,5,40,3,77,133,0.015137776,1505,0,342.36,240,140.58,159.122855
43013,5,40,2,76,120,0.015137776,1505,0,342.36,240,140.58,159.4036539
43013,5,40,1,75,110,0.015137776,1505,0,342.36,240,140.58,168.1135004
43013,5,40,1,76,95,0.015137776,1505,0,342.36,240,140.58,171.4633402
43013,5,40,0,76,80,0.015137776,1505,0,0,0,0,175.9403783
43014,6,40,42,84,304,0.015137776,1505,0,120.92,110,52.85,161.2204289
43014,6,40,31,81,294,0.015137776,1505,0,0,0,0,149.0415986
43014,6,40,24,78,277,0.015137776,1505,0,121.27,110,103.39,137.8427747
43014,6,40,19,78,272,0.015137776,1505,0,121.8,140,139.54,129.8833956
43014,6,40,18,78,270,0.015137776,1505,0,121.8,140,139.54,116.8018205
43014,6,40,17,78,268,0.015137776,1505,0,121.8,140,139.54,126.5995107
43014,6,40,15,75,263,0.015137776,1505,0,121.8,140,139.54,128.2134234
43014,6,40,15,78,261,0.015137776,1505,0,121.8,140,139.54,128.9338806
43014,6,40,14,78,259,0.015137776,1505,0,121.8,140,139.54,131.1722189
43014,6,40,12,77,252,0.015137776,1505,0,284.79,200,140.06,138.5002637
43014,6,40,11,76,250,0.015137776,1505,0,284.79,200,140.06,141.3517123
43014,6,40,9,76,246,0.015137776,1505,0,284.79,200,140.06,152.0595104
43014,6,40,5,75,232,0.015137776,1505,0,394.82,330,215.84,158.3304265
43014,6,40,4,75,230,0.015137776,1505,0,394.82,330,215.84,167.1751607
43014,6,40,3,75,210,0.015137776,1505,0,394.82,330,215.84,172.1753664
43014,6,40,1,75,188,0.015137776,1505,0,394.82,330,215.84,180.4730419
43014,6,40,0,75,137,0.015137776,1505,0,0,0,0,185.9632345
43015,7,40,53,86,306,0.013905059,1505,0,156.89,140,54,166.6492076
43015,7,40,40,86,295,0.013905059,1505,0,120.75,110,53.44,147.1230336
43015,7,40,39,86,292,0.013905059,1505,0,120.75,110,53.44,129.8924125
43015,7,40,37,84,286,0.013905059,1505,0,120.75,110,53.44,112.5854126
43015,7,40,33,84,282,0.013905059,1505,0,0,0,0,94.02904348
43015,7,40,32,84,278,0.013905059,1505,0,0,0,0,102.6636954
43015,7,40,32,86,276,0.013905059,1505,0,0,0,0,103.2766063
43015,7,40,29,84,272,0.013905059,1505,0,0,0,0,105.1607553
43015,7,40,26,84,269,0.013905059,1505,0,121.53,170,78.63,105.9643701
43015,7,40,25,81,264,0.013905059,1505,0,121.53,170,78.63,106.6536393
43015,7,40,24,81,259,0.013905059,1505,0,121.53,170,78.63,107.3043439
43015,7,40,21,81,247,0.013905059,1505,0,121.53,170,78.63,111.1960776
43015,7,40,19,78,245,0.013905059,1505,0,158.14,170,103.2,117.5925584
43015,7,40,18,78,241,0.013905059,1505,0,158.14,170,103.2,123.0727436
43015,7,40,16,77,235,0.013905059,1505,0,158.14,170,103.2,131.22439
43015,7,40,15,77,234,0.013905059,1505,0,158.14,170,103.2,137.3762396
43015,7,40,13,77,223,0.013905059,1505,0,242.18,170,132.92,145.6078335
43015,7,40,12,76,222,0.013905059,1505,0,242.18,170,132.92,154.190017
43015,7,40,11,75,217,0.013905059,1505,0,242.18,170,132.92,158.0443867
43015,7,40,7,77,196,0.013905059,1505,0,242.18,170,132.92,160.3558732
43015,7,40,5,76,186,0.013905059,1505,0,243.66,240,192.07,165.9642575
43015,7,40,5,75,180,0.013905059,1505,0,243.66,240,192.07,174.0028401
43015,7,40,4,76,177,0.013905059,1505,0,243.66,240,192.07,174.5513424
43015,7,40,3,75,171,0.013905059,1505,0,243.66,240,192.07,182.6590652
43015,7,40,3,76,168,0.013905059,1505,0,243.66,240,192.07,183.9519416
43015,7,40,2,76,138,0.013905059,1505,0,243.66,240,192.07,185.4649765
43015,7,40,2,66,131,0.013905059,1505,0,243.66,240,192.07,187.2302182
43015,7,40,2,75,123,0.013905059,1505,0,243.66,240,192.07,190.1168149
43015,7,40,1,66,120,0.013905059,1505,0,243.66,240,192.07,195.2189749
43015,7,40,1,72,91,0.013905059,1505,0,243.66,240,192.07,205.2364901
43019,4,41,44,85,217,0.019403877,1505,0,43.03,90,40.59,181.7291318
43019,4,41,42,85,214,0.019403877,1505,0,43.03,0,40.59,154.2636605
43019,4,41,36,85,209,0.019403877,1505,0,0,0,0,128.2769283
43019,4,41,31,85,205,0.019403877,1505,0,42.82,110,46.86,97.85358593
43019,4,41,30,85,202,0.019403877,1505,0,42.82,110,46.86,66.76839486
43019,4,41,27,85,198,0.019403877,1505,0,281.52,110,46.51,67.10104696
43019,4,41,26,85,197,0.019403877,1505,0,281.52,110,46.51,66.62658534
43019,4,41,24,85,192,0.019403877,1505,0,281.52,110,46.51,66.48448503
43019,4,41,23,85,187,0.019403877,1505,0,281.52,110,46.51,67.05358888
43019,4,41,22,69,185,0.019403877,1505,0,281.52,110,46.51,67.54614324
43019,4,41,21,69,179,0.019403877,1505,0,281.52,110,46.51,68.93864472
43019,4,41,20,69,170,0.019403877,1505,0,282.78,110,47.16,70.63425585
43019,4,41,18,80,162,0.019403877,1505,0,282.78,110,47.16,74.78399055
43019,4,41,16,80,161,0.019403877,1505,0,282.78,110,47.16,76.36707347
43019,4,41,16,86,154,0.019403877,1505,0,282.78,110,47.16,81.24031725
43019,4,41,14,80,152,0.019403877,1505,0,282.78,110,47.16,83.44319503
43019,4,41,13,86,141,0.019403877,1505,0,121.13,110,78.33,86.82916377
43019,4,41,12,84,138,0.019403877,1505,0,121.13,110,78.33,90.47338923
43019,4,41,12,86,135,0.019403877,1505,0,121.13,110,78.33,93.11923002
43019,4,41,11,86,129,0.019403877,1505,0,121.13,110,78.33,93.20456382
43019,4,41,10,86,126,0.019403877,1505,0,121.13,110,78.33,95.01300442
43019,4,41,8,86,112,0.019403877,1505,0,121.13,110,78.33,97.03935942
43019,4,41,7,81,103,0.019403877,1505,0,121.13,110,78.33,98.52084306
43019,4,41,3,77,47,0.019403877,1505,0,157.19,170,190.54,111.9403116
43019,4,41,2,78,35,0.019403877,1505,0,157.19,170,190.54,123.1660994
43019,4,41,2,76,34,0.019403877,1505,0,157.19,170,190.54,139.3769005
43019,4,41,1,89,10,0.019403877,1505,0,157.19,170,190.54,172.5790712
43019,4,41,0,89,8,0.019403877,1505,0,0,0,0,212.0439252
43021,6,41,61,85,307,0.013905059,1505,0,43.04,90,41.07,195.2427467
43021,6,41,59,85,305,0.013905059,1505,0,43.04,90,41.07,178.2788135
43021,6,41,57,69,303,0.013905059,1505,0,43.04,90,41.07,157.0203022
43021,6,41,43,85,300,0.013905059,1505,0,43.03,90,47.34,116.9438623
43021,6,41,42,85,296,0.013905059,1505,0,43.03,90,47.34,68.10486803
43021,6,41,40,85,291,0.013905059,1505,0,0,0,0,66.53994457
43021,6,41,35,69,286,0.013905059,1505,0,0,0,0,68.17786271
43021,6,41,34,69,285,0.013905059,1505,0,0,0,0,67.76350485
43021,6,41,28,69,275,0.013905059,1505,0,121.5,90,46.85,68.93870242
43021,6,41,24,80,266,0.013905059,1505,0,244.48,110,46.51,73.04341644
43021,6,41,23,80,264,0.013905059,1505,0,244.48,110,46.51,77.39683263
43021,6,41,22,80,261,0.013905059,1505,0,244.48,110,46.51,79.58379215
43021,6,41,21,80,259,0.013905059,1505,0,244.48,110,46.51,82.36158867
43021,6,41,17,86,251,0.013905059,1505,0,242.18,110,78.6,85.32205876
43021,6,41,16,86,244,0.013905059,1505,0,242.18,110,78.6,85.69376488
43021,6,41,14,84,236,0.013905059,1505,0,242.18,110,78.6,88.79676805
43021,6,41,14,86,232,0.013905059,1505,0,242.18,110,78.6,89.60319661
43021,6,41,12,84,219,0.013905059,1505,0,121.37,140,78.51,93.25140176
43021,6,41,11,86,214,0.013905059,1505,0,121.37,140,78.51,95.34799112
43021,6,41,9,81,200,0.013905059,1505,0,121.37,140,78.51,99.18288642
43021,6,41,9,84,192,0.013905059,1505,0,121.37,140,78.51,99.25516784
43021,6,41,8,81,178,0.013905059,1505,0,121.37,140,78.51,104.4613827
43021,6,41,7,81,175,0.013905059,1505,0,121.37,140,78.51,107.9974503
43021,6,41,6,78,154,0.013905059,1505,0,288.61,170,138.21,115.8991375
43021,6,41,5,78,135,0.013905059,1505,0,288.61,170,138.21,123.0106951
43021,6,41,4,78,115,0.013905059,1505,0,288.61,170,138.21,128.904452
43021,6,41,4,77,114,0.013905059,1505,0,288.61,170,138.21,134.4083672
43021,6,41,3,77,72,0.013905059,1505,0,288.61,170,138.21,140.4673673
43021,6,41,2,76,57,0.013905059,1505,0,288.61,170,138.21,147.9205844
43021,6,41,1,75,42,0.013905059,1505,0,288.61,170,139.57,158.8679117
43021,6,41,1,76,34,0.013905059,1505,0,288.61,170,139.57,168.2560099
43021,6,41,0,75,29,0.013905059,1505,0,0,0,0,178.8290064
43023,1,42,58,80,307,0.013905059,1505,0,64,68,46.86,165.2250505
43023,1,42,55,80,303,0.013905059,1505,0,64.2,120,47.11,146.4218332
43023,1,42,51,80,299,0.013905059,1505,0,64.2,120,47.11,122.7157208
43023,1,42,50,80,294,0.013905059,1505,0,64.2,120,47.11,103.2884253
43023,1,42,39,86,286,0.013905059,1505,0,0,0,0,83.17400431
43023,1,42,37,86,284,0.013905059,1505,0,0,0,0,85.88371832
43023,1,42,34,84,281,0.013905059,1505,0,121.5,150,132.27,90.60162979
43023,1,42,34,86,279,0.013905059,1505,0,121.5,150,132.27,94.03940695
43023,1,42,32,84,271,0.013905059,1505,0,121.5,150,132.27,97.97590196
43023,1,42,31,84,268,0.013905059,1505,0,121.5,150,132.27,101.0932066
43023,1,42,31,81,263,0.013905059,1505,0,121.5,150,132.27,106.4699194
43023,1,42,29,81,259,0.013905059,1505,0,121.5,150,132.27,108.4002179
43023,1,42,20,81,249,0.013905059,1505,0,157.78,180,102.9,112.5364471
43023,1,42,18,81,247,0.013905059,1505,0,120.09,180,102.9,114.4095934
43023,1,42,14,81,229,0.013905059,1505,0,120.09,180,102.9,116.9349052
43023,1,42,10,78,202,0.013905059,1505,0,156.19,180,132.72,118.3439939
43023,1,42,9,78,195,0.013905059,1505,0,156.19,180,132.72,122.2349324
43023,1,42,8,78,191,0.013905059,1505,0,156.19,180,132.72,126.9315431
43023,1,42,7,81,180,0.013905059,1505,0,156.19,180,132.72,129.6326413
43023,1,42,6,78,176,0.013905059,1505,0,120.83,210,168.67,132.2093579
43023,1,42,5,77,155,0.013905059,1505,0,120.83,210,168.67,139.4603153
43023,1,42,4,77,120,0.013905059,1505,0,120.83,210,168.67,143.591635
43023,1,42,3,76,94,0.013905059,1505,0,120.83,210,168.67,151.1940719
43023,1,42,2,75,81,0.013905059,1505,0,120.83,210,168.67,163.9677148
43023,1,42,1,72,64,0.013905059,1505,0,120.83,210,215.45,181.3894128
43023,1,42,1,75,51,0.013905059,1505,0,120.83,210,215.45,189.2409693
43023,1,42,0,75,42,0.013905059,1505,0,0,0,0,196.6951176
43027,5,42,55,85,218,0.019492479,1505,0,43.03,90,47.34,174.6048284
43027,5,42,45,85,215,0.019492479,1505,0,0,0,0,147.3140072
43027,5,42,42,71,208,0.019492479,1505,0,0,0,0,113.4945532
43027,5,42,40,71,206,0.019492479,1505,0,0,0,0,84.16275488
43027,5,42,37,71,195,0.019492479,1505,0,42.82,90,46.6,56.95694028
43027,5,42,34,85,192,0.019492479,1505,0,196.72,0,46.51,57.07236661
43027,5,42,33,85,190,0.019492479,1505,0,196.72,90,46.51,58.74239499
43027,5,42,31,69,186,0.019492479,1505,0,196.72,90,46.51,61.16987852
43027,5,42,29,85,179,0.019492479,1505,0,196.72,90,46.51,63.49883932
43027,5,42,25,85,175,0.019492479,1505,0,197.23,90,47.16,66.89851518
43027,5,42,24,85,172,0.019492479,1505,0,197.23,90,47.16,67.05076593
43027,5,42,23,85,168,0.019492479,1505,0,197.23,90,47.16,67.83964005
43027,5,42,22,69,166,0.019492479,1505,0,197.23,90,47.16,69.42804843
43027,5,42,22,85,165,0.019492479,1505,0,197.23,90,47.16,68.99489098
43027,5,42,20,85,162,0.019492479,1505,0,120.43,90,72.48,67.56737296
43027,5,42,19,85,158,0.019492479,1505,0,120.43,90,72.48,67.07355565
43027,5,42,18,85,156,0.019492479,1505,0,120.43,90,72.48,68.86063286
43027,5,42,17,85,155,0.019492479,1505,0,120.43,90,72.48,66.856598
43027,5,42,15,80,144,0.019492479,1505,0,120.43,90,72.48,69.12644325
43027,5,42,14,80,140,0.019492479,1505,0,120.43,90,72.48,70.2584499
43027,5,42,14,69,126,0.019492479,1505,0,120.43,90,72.48,72.33466507
43027,5,42,14,86,125,0.019492479,1505,0,120.43,90,72.48,73.2427635
43027,5,42,12,86,117,0.019492479,1505,0,155.36,110,78.16,79.26272903
43027,5,42,11,86,114,0.019492479,1505,0,155.36,110,78.16,82.91507772
43027,5,42,10,86,112,0.019492479,1505,0,155.36,110,78.16,88.06175462
43027,5,42,9,86,104,0.019492479,1505,0,155.36,110,78.16,91.94729278
43027,5,42,9,84,102,0.019492479,1505,0,155.36,110,78.16,98.08909954
43027,5,42,8,78,88,0.019492479,1505,0,155.36,110,78.16,103.8405052
43027,5,42,7,78,86,0.019492479,1505,0,155.36,110,78.16,109.7491813
43027,5,42,6,78,80,0.019492479,1505,0,289.55,140,138.39,117.2585355
43027,5,42,5,78,69,0.019492479,1505,0,289.55,140,138.39,128.5987849
43027,5,42,2,76,37,0.019492479,1505,0,289.55,140,138.39,141.5185195
43027,5,42,1,75,29,0.019492479,1505,0,289.55,140,138.39,150.2977079
43027,5,42,1,77,5,0.019492479,1505,0,289.55,140,138.39,156.3975239
43036,7,43,60,80,307,0.013905059,1505,0,63.84,140,72.45,146.6327312
43036,7,43,58,86,302,0.013905059,1505,0,63.84,140,72.45,135.3707251
43036,7,43,49,80,301,0.013905059,1505,0,0,0,0,117.7612097
43036,7,43,44,80,299,0.013905059,1505,0,121.5,140,52.71,100.648264
43036,7,43,39,80,297,0.013905059,1505,0,155.32,140,46.51,86.68501994
43036,7,43,18,86,247,0.013905059,1505,0,241.34,140,103.66,88.75790137
43036,7,43,15,78,229,0.013905059,1505,0,241.34,140,103.66,96.7745501
43036,7,43,12,78,219,0.013905059,1505,0,120.48,170,138.39,106.0348749
43036,7,43,10,78,199,0.013905059,1505,0,120.48,170,138.39,116.3255096
43036,7,43,10,77,197,0.013905059,1505,0,120.48,170,138.39,128.3673838
43036,7,43,9,77,187,0.013905059,1505,0,120.48,170,138.39,137.7261361
43036,7,43,8,78,181,0.013905059,1505,0,120.48,170,138.39,136.1681892
43036,7,43,7,78,154,0.013905059,1505,0,120.48,170,138.39,136.4649702
43036,7,43,6,78,143,0.013905059,1505,0,120.48,170,138.39,137.2289905
43036,7,43,5,77,113,0.013905059,1505,0,120.48,170,138.39,139.150171
43036,7,43,4,75,108,0.013905059,1505,0,120.48,170,138.39,149.7759488
43036,7,43,3,75,106,0.013905059,1505,0,120.48,170,138.39,161.9984967
43036,7,43,1,72,56,0.013905059,1505,0,120.48,170,214.38,180.1961986
43036,7,43,0,72,42,0.013905059,1505,0,120.48,0,214.38,197.8287729
43037,1,44,51,84,214,0.019403877,1505,0,0,0,0,185.8071465
43037,1,44,36,84,204,0.019403877,1505,0,119.63,150,59.83,164.8965634
43037,1,44,34,84,201,0.019403877,1505,0,120.09,150,65.75,148.276006
43037,1,44,33,81,199,0.019403877,1505,0,120.09,150,65.75,126.1263788
43037,1,44,32,78,195,0.019403877,1505,0,120.09,150,65.75,105.8525128
43037,1,44,26,78,192,0.019403877,1505,0,119.7,180,85.02,113.9619804
43037,1,44,25,78,191,0.019403877,1505,0,119.7,180,85.02,122.8754906
43037,1,44,21,78,182,0.019403877,1505,0,119.7,180,85.02,128.698937
43037,1,44,17,77,177,0.019403877,1505,0,120.83,180,105.11,135.6559756
43037,1,44,16,77,166,0.019403877,1505,0,120.83,180,105.11,140.5193526
43037,1,44,11,77,142,0.019403877,1505,0,121.03,250,149.25,144.4317056
43037,1,44,9,77,100,0.019403877,1505,0,121.03,250,149.25,147.8041577
43037,1,44,8,78,91,0.019403877,1505,0,121.03,250,149.25,147.8239689
43037,1,44,6,76,80,0.019403877,1505,0,290.63,340,263.22,151.9887147
43037,1,44,5,75,55,0.019403877,1505,0,290.63,340,263.22,161.4184918
43037,1,44,4,66,49,0.019403877,1505,0,290.63,340,263.22,181.5267549
43037,1,44,3,89,46,0.019403877,1505,0,290.63,340,263.22,203.2826499
43037,1,44,1,89,35,0.019403877,1505,0,290.63,340,263.22,233.4257045
43037,1,44,1,66,31,0.019403877,1505,0,290.63,340,263.22,250.3817499
43037,1,44,0,89,30,0.019403877,1505,0,0,0,0,267.0229453
43038,2,44,49,84,307,0.013905059,1505,0,157.55,140,105.42,236.7373333
43038,2,44,40,81,302,0.013905059,1505,0,119.63,140,85.65,207.6217962
43038,2,44,38,81,300,0.013905059,1505,0,119.63,140,85.65,171.2667845
43038,2,44,24,78,282,0.013905059,1505,0,119.7,170,74.04,147.1628954
43038,2,44,17,76,266,0.013905059,1505,0,155.76,240,105.11,126.8635288
43038,2,44,16,76,265,0.013905059,1505,0,155.76,240,105.11,142.8982318
43038,2,44,14,76,261,0.013905059,1505,0,155.76,240,105.11,155.1260486
43038,2,44,10,76,254,0.013905059,1505,0,197.01,420,150.61,169.4909267
43038,2,44,9,76,237,0.013905059,1505,0,197.01,420,150.61,177.6381714
43038,2,44,7,76,195,0.013905059,1505,0,197.01,420,150.61,176.563541
43038,2,44,6,76,183,0.013905059,1505,0,290.63,420,264.58,176.0952648
43038,2,44,5,76,165,0.013905059,1505,0,290.63,420,234.73,175.7623767
43038,2,44,4,75,139,0.013905059,1505,0,290.63,420,264.58,179.688013
43038,2,44,3,75,92,0.013905059,1505,0,290.63,420,264.58,183.7331837
43038,2,44,2,72,79,0.013905059,1505,0,290.63,420,264.58,194.5720939
43038,2,44,0,72,2,0.013905059,1505,0,290.63,0,264.58,207.0855196
43039,3,44,61,81,307,0.013905059,1505,0,198.17,170,59.22,193.4265897
43039,3,44,61,84,303,0.013905059,1505,0,198.17,170,59.22,174.1183125
43039,3,44,53,81,298,0.013905059,1505,0,0,0,0,157.8477829
43039,3,44,52,81,297,0.013905059,1505,0,0,0,0,133.7291989
43039,3,44,49,78,291,0.013905059,1505,0,157.55,140,105.42,108.6449805
43039,3,44,46,78,285,0.013905059,1505,0,155.86,170,65.41,109.7599901
43039,3,44,38,78,279,0.013905059,1505,0,119.63,170,105.76,117.1361166
43039,3,44,36,78,276,0.013905059,1505,0,119.63,170,105.76,121.3496937
43039,3,44,35,78,274,0.013905059,1505,0,119.63,170,105.76,127.2413184
43039,3,44,30,77,265,0.013905059,1505,0,120.85,140,64.47,134.5472566
43039,3,44,28,77,262,0.013905059,1505,0,120.85,140,64.47,146.2380616
43039,3,44,22,76,258,0.013905059,1505,0,120.98,170,106.42,156.2536049
43039,3,44,20,76,252,0.013905059,1505,0,393.48,200,149.25,164.1850287
43039,3,44,13,72,242,0.013905059,1505,0,395.11,240,175.03,176.8876728
43039,3,44,11,75,238,0.013905059,1505,0,395.11,240,175.03,185.8175024
43039,3,44,10,75,223,0.013905059,1505,0,395.11,240,175.03,192.3870946
43039,3,44,9,75,221,0.013905059,1505,0,395.11,240,175.03,197.5781864
43039,3,44,8,75,219,0.013905059,1505,0,395.11,240,175.03,202.7049783
43039,3,44,8,72,213,0.013905059,1505,0,395.11,240,175.03,208.9467387
43039,3,44,7,72,209,0.013905059,1505,0,395.11,240,200.81,212.5831463
43039,3,44,6,72,197,0.013905059,1505,0,406.51,330,234.73,217.3508232
43039,3,44,5,72,176,0.013905059,1505,0,406.51,330,234.73,221.5638815
43039,3,44,4,66,157,0.013905059,1505,0,406.51,330,234.73,230.2733701
43039,3,44,3,66,141,0.013905059,1505,0,406.51,330,234.73,235.6009882
43039,3,44,3,72,140,0.013905059,1505,0,406.51,330,234.73,238.5475553
43039,3,44,1,72,110,0.013905059,1505,0,406.51,330,234.73,240.5313806
43039,3,44,1,66,100,0.013905059,1505,0,406.51,330,234.73,245.5197678
43039,3,44,1,89,81,0.013905059,1505,0,406.51,330,234.73,253.597984
43039,3,44,1,83,78,0.013905059,1505,0,406.51,330,234.73,263.0722279
43039,3,44,0,83,54,0.013905059,1505,0,406.51,0,234.73,279.5629603
43040,4,44,50,75,307,0.013905059,651,0,121.53,200,106.33,271.3400694
43040,4,44,37,76,306,0.013905059,651,0,197.32,200,126.34,255.3517455
43040,4,44,33,76,299,0.013905059,651,0,156.96,200,105.43,233.3822748
43040,4,44,28,76,297,0.013905059,651,0,156.96,200,105.43,204.9254435
43040,4,44,19,75,251,0.013905059,651,0,282.22,330,149.25,181.4852745
43040,4,44,18,75,249,0.013905059,651,0,282.22,330,149.25,181.5940794
43040,4,44,17,66,243,0.013905059,651,0,282.22,330,149.25,192.8865035
43040,4,44,15,66,239,0.013905059,651,0,282.22,330,149.25,208.0137317
43040,4,44,13,89,224,0.013905059,651,0,283.58,330,175.03,230.8457341
43040,4,44,12,66,222,0.013905059,651,0,283.58,330,175.03,242.4468593
43040,4,44,12,89,207,0.013905059,651,0,283.58,330,175.03,260.2096937
43040,4,44,11,89,204,0.013905059,651,0,283.58,330,175.03,270.5847876
43040,4,44,11,66,202,0.013905059,651,0,283.58,330,175.03,277.1796447
43040,4,44,10,89,200,0.013905059,651,0,283.58,330,175.03,279.2060431
43040,4,44,9,89,199,0.013905059,651,0,283.58,330,175.03,285.1548692
43040,4,44,7,89,187,0.013905059,651,0,283.58,330,175.03,288.2350252
43040,4,44,7,90,179,0.013905059,651,0,283.58,330,175.03,303.4764936
43040,4,44,6,83,177,0.013905059,651,0,536.76,420,377.2,313.9119066
43040,4,44,6,87,174,0.013905059,651,0,536.76,420,377.2,328.141537
43040,4,44,5,87,171,0.013905059,651,0,536.76,420,377.2,345.4207231
43040,4,44,4,83,166,0.013905059,651,0,536.76,420,377.2,348.5544749
43040,4,44,4,87,165,0.013905059,651,0,536.76,420,377.2,343.5990409
43040,4,44,2,87,161,0.013905059,651,0,536.76,420,377.2,345.6687132
43040,4,44,1,83,108,0.013905059,651,0,536.76,420,377.2,337.5261929
43040,4,44,0,83,86,0.013905059,651,0,536.76,0,377.2,327.5446313
43041,5,44,54,75,307,0.013905059,651,0,0,0,0,303.6242317
43041,5,44,41,75,305,0.013905059,651,0,155.86,0,151.89,275.940759
43041,5,44,31,75,299,0.013905059,651,0,198.1,240,125.91,245.8398548
43041,5,44,30,75,297,0.013905059,651,0,198.1,240,125.91,221.9505667
43041,5,44,29,75,296,0.013905059,651,0,198.1,240,125.91,196.7044139
43041,5,44,26,75,293,0.013905059,651,0,241.34,240,125.78,196.3389957
43041,5,44,24,75,290,0.013905059,651,0,241.34,240,125.78,195.6535244
43041,5,44,10,66,236,0.013905059,651,0,283.58,330,200.81,203.1147766
43041,5,44,8,89,209,0.013905059,651,0,283.58,330,200.81,222.5353484
43041,5,44,8,66,200,0.013905059,651,0,283.58,330,200.81,235.2952686
43041,5,44,6,83,161,0.013905059,651,0,0,420,0,261.2808686
43041,5,44,6,89,159,0.013905059,651,0,0,420,0,279.3308475
43041,5,44,5,89,153,0.013905059,651,0,541.65,420,272.72,288.9237718
43041,5,44,4,89,142,0.013905059,651,0,541.65,420,272.72,287.0210576
43041,5,44,3,89,132,0.013905059,651,0,541.65,420,272.72,293.1537817
43041,5,44,3,83,121,0.013905059,651,0,541.65,420,272.72,284.8210317
43042,6,44,37,72,306,0.013905059,651,0,157.78,240,151.07,269.4263157
43042,6,44,37,75,303,0.013905059,651,0,157.78,240,151.07,249.3295833
43042,6,44,25,72,300,0.013905059,651,0,241.34,330,150.66,230.4952063
43042,6,44,18,89,260,0.013905059,651,0,282.49,330,199.45,224.6645889
43042,6,44,12,66,233,0.013905059,651,0,289.27,420,260.51,223.3278367
43042,6,44,10,89,228,0.013905059,651,0,289.27,420,260.51,239.8479079
43042,6,44,9,83,217,0.013905059,651,0,289.27,420,260.51,259.0875009
43042,6,44,9,89,215,0.013905059,651,0,289.27,420,260.51,277.6126089
43042,6,44,8,89,208,0.013905059,651,0,289.27,420,260.51,281.8532745
43042,6,44,7,66,196,0.013905059,651,0,0,420,0,278.9200188
43042,6,44,7,89,189,0.013905059,651,0,0,420,0,278.5230826
43042,6,44,5,66,174,0.013905059,651,0,547.62,420,340.56,276.3090419
43042,6,44,4,83,161,0.013905059,651,0,547.62,420,340.56,278.0486928
43042,6,44,4,89,150,0.013905059,651,0,547.62,420,340.56,279.3636676
43042,6,44,3,83,140,0.013905059,651,0,547.62,420,340.56,287.8760957
43042,6,44,3,87,133,0.013905059,651,0,547.62,420,340.56,299.0944986
43042,6,44,2,83,131,0.013905059,651,0,547.62,420,340.56,308.3764337
43042,6,44,1,83,88,0.013905059,651,0,547.62,420,340.56,317.4822976
43042,6,44,1,87,87,0.013905059,651,0,547.62,420,340.56,328.3016691
43044,1,45,61,66,311,0.015137776,651,0,0,0,0,318.5004019
43044,1,45,25,78,283,0.015137776,651,0,291.72,340,229.3,275.1130396
43044,1,45,16,66,231,0.015137776,651,0,523.74,340,230.66,264.3121654
43044,1,45,15,66,227,0.015137776,651,0,523.74,340,230.66,249.464807
43044,1,45,14,66,224,0.015137776,651,0,523.74,340,230.66,234.8885762
43044,1,45,13,89,213,0.015137776,651,0,531.88,430,299.86,239.3194359
43044,1,45,12,89,201,0.015137776,651,0,531.88,430,299.86,267.7325952
43044,1,45,11,83,185,0.015137776,651,0,531.88,430,299.86,276.1924358
43044,1,45,11,89,180,0.015137776,651,0,531.88,430,299.86,280.9071412
43044,1,45,6,83,166,0.015137776,651,0,621.7,580,377.2,290.4237323
43044,1,45,5,83,150,0.015137776,651,0,621.7,580,377.2,293.1645868
43044,1,45,5,87,140,0.015137776,651,0,621.7,580,377.2,310.0443667
43044,1,45,4,87,131,0.015137776,651,0,621.7,580,377.2,319.0344216
43044,1,45,3,90,126,0.015137776,651,0,621.7,580,377.2,339.1311653
43044,1,45,2,87,118,0.015137776,651,0,621.7,580,0,346.9772316
43044,1,45,2,90,103,0.015137776,651,0,621.7,580,0,365.6888802
43044,1,45,1,87,75,0.015137776,651,0,621.7,580,0,363.7829422
43044,1,45,1,90,73,0.015137776,651,0,621.7,580,0,370.1097189
43045,2,45,38,76,218,0.019403877,651,0,155.54,170,106.46,327.9259132
43045,2,45,33,76,217,0.019403877,651,0,156.19,200,107.84,294.7632391
43045,2,45,32,76,216,0.019403877,651,0,156.19,200,107.84,253.031249
43045,2,45,24,76,185,0.019403877,651,0,277.34,200,124.82,219.298361
43045,2,45,20,72,182,0.019403877,651,0,282.22,330,175.03,182.0854713
43045,2,45,19,75,169,0.019403877,651,0,282.22,330,175.03,185.8435001
43045,2,45,13,66,161,0.019403877,651,0,283.58,0,203.52,192.6025606
43045,2,45,12,66,158,0.019403877,651,0,283.58,330,203.52,208.7023726
43045,2,45,11,89,150,0.019403877,651,0,283.58,330,203.52,231.7330283
43045,2,45,9,66,147,0.019403877,651,0,283.58,330,203.52,244.9034036
43045,2,45,8,66,145,0.019403877,651,0,283.58,330,203.52,258.5521672
43045,2,45,7,66,142,0.019403877,651,0,283.58,330,203.52,265.0868538
43045,2,45,6,89,130,0.019403877,651,0,622.25,420,268.65,268.9272504
43045,2,45,4,83,105,0.019403877,651,0,622.25,420,268.65,272.0290816
