FlightDate,DayOfWeek,WeekOfYear,DaysToFlight,Class,AvailableCapacity,CASKValue,TargetRevenue,IsHoliday,priceCompetitor2,priceCompetitor2,priceCompetitor3,Price
42901,5,24,44,82,307,0.013905059,-283,0,12.99,35,22.45,24.36610517
42901,5,24,43,82,306,0.013905059,-283,0,12.99,35,22.45,24.36610517
42901,5,24,42,82,305,0.013905059,-283,0,12.99,35,0,24.36610517
42901,5,24,35,82,291,0.013905059,-283,0,12.97,0,22.17,24.36610517
42901,5,24,30,82,285,0.013905059,-283,0,13.06,58,22.23,24.36610517
42901,5,24,25,82,280,0.013905059,-283,0,12.97,58,22.07,23.97763827
42901,5,24,11,79,260,0.013905059,-283,0,13,58,21.2,26.09088509
42901,5,24,7,79,250,0.013905059,-283,0,13,58,21.2,29.57520138
42901,5,24,4,79,224,0.013905059,-283,0,13.24,58,21.13,32.9743736
42901,5,24,2,79,201,0.013905059,-283,0,13.24,58,21.13,35.65676137
42902,6,24,44,82,180,0.02371585,-283,0,12.97,35,22.56,33.68406321
42902,6,24,41,82,171,0.02371585,-283,0,13.02,35,22.17,31.44538009
42902,6,24,37,82,160,0.02371585,-283,0,13.02,35,22.17,29.50931435
42902,6,24,11,88,133,0.02371585,-283,0,13,58,21.13,29.69590931
42902,6,24,8,88,125,0.02371585,-283,0,13,58,21.13,30.43404942
42902,6,24,7,79,120,0.02371585,-283,0,13,58,21.13,32.78809739
42902,6,24,4,88,105,0.02371585,-283,0,13.31,58,21.19,35.96556995
42902,6,24,3,88,92,0.02371585,-283,0,13.31,58,21.19,39.77496526
42902,6,24,2,88,84,0.02371585,-283,0,13.31,58,21.19,40.88399741
42902,6,24,1,88,76,0.02371585,-283,0,13.31,58,21.19,42.24954512
42903,7,24,44,82,175,0.02371585,-283,0,12.97,58,22.42,38.34205531
42903,7,24,42,82,170,0.02371585,-283,0,12.97,58,22.42,33.95702672
42903,7,24,39,82,167,0.02371585,-283,0,13.02,58,22.17,28.30010742
42903,7,24,35,79,159,0.02371585,-283,0,13.02,58,22.17,25.7757487
42903,7,24,10,88,144,0.02371585,-283,0,13.07,115,21.13,23.94240724
42903,7,24,9,88,139,0.02371585,-283,0,13.07,115,21.13,30.01866273
42903,7,24,8,71,132,0.02371585,-283,0,13.07,115,21.13,36.31711705
42903,7,24,3,71,100,0.02371585,-283,0,13.28,115,46.63,43.36454247
42903,7,24,2,71,83,0.02371585,-283,0,13.28,115,46.63,48.96255211
42903,7,24,1,85,74,0.02371585,-283,0,13.28,115,46.63,53.8836884
42903,7,24,0,85,52,0.02371585,-283,0,0,0,0,57.90769496
42903,7,24,0,71,44,0.02371585,-283,0,0,0,0,59.04482445
42904,1,25,45,82,176,0.02371585,-283,0,12.99,63,22.51,52.75591103
42904,1,25,37,88,138,0.02371585,-283,0,13.02,120,22.17,50.34199644
42904,1,25,35,88,135,0.02371585,-283,0,13.02,120,0,46.93898109
42904,1,25,34,88,125,0.02371585,-283,0,12.97,125,22.38,44.63599294
42904,1,25,31,88,122,0.02371585,-283,0,12.97,125,22.38,43.75633585
42904,1,25,22,71,117,0.02371585,-283,0,13.12,158,22.35,52.5010519
42904,1,25,13,69,107,0.02371585,-283,0,13.12,190,40.87,58.52519325
42904,1,25,13,85,106,0.02371585,-283,0,13.12,190,40.87,64.04667607
42904,1,25,12,69,102,0.02371585,-283,0,13.12,190,40.87,68.45465936
42904,1,25,12,80,99,0.02371585,-283,0,13.12,190,40.87,75.27958625
42904,1,25,10,86,91,0.02371585,-283,0,13.12,190,40.87,79.64115944
42904,1,25,0,77,25,0.02371585,-283,0,0,0,0,95.70487486
42905,2,25,59,79,219,0.019492479,-283,0,13,58,21.68,86.80456403
42905,2,25,48,79,217,0.019492479,-283,0,12.97,58,22.51,76.98617969
42905,2,25,46,82,215,0.019492479,-283,0,12.97,58,22.51,65.01721891
42905,2,25,44,82,213,0.019492479,-283,0,12.97,58,22.51,52.91649216
42905,2,25,35,79,207,0.019492479,-283,0,13.02,35,22.17,28.82043738
42905,2,25,27,88,195,0.019492479,-283,0,13.12,58,22.34,31.52634293
42905,2,25,16,88,194,0.019492479,-283,0,12.98,58,21.2,34.69043733
42905,2,25,5,88,130,0.019492479,-283,0,13.05,115,46.84,38.62294985
42905,2,25,4,88,120,0.019492479,-283,0,13.05,115,46.84,43.62258977
42905,2,25,2,71,100,0.019492479,-283,0,13.05,115,46.84,48.7800505
42905,2,25,0,85,86,0.019492479,-283,0,0,0,0,52.89793851
42906,3,25,42,82,217,0.019403877,-283,0,12.99,58,15.48,50.85065038
42906,3,25,25,79,208,0.019403877,-283,0,13.12,58,22.34,48.39820702
42906,3,25,21,79,200,0.019403877,-283,0,13.12,58,22.34,44.61496495
42906,3,25,18,79,195,0.019403877,-283,0,12.98,58,21.2,39.2113485
42906,3,25,17,79,191,0.019403877,-283,0,12.98,58,21.2,33.90679491
42906,3,25,12,79,183,0.019403877,-283,0,13,58,21.13,34.59213967
42906,3,25,11,79,181,0.019403877,-283,0,13,58,21.13,34.7576889
42906,3,25,7,82,157,0.019403877,-283,0,13,58,21.13,33.23381979
42906,3,25,3,79,124,0.019403877,-283,0,13.05,58,21.27,33.03047771
42906,3,25,1,79,108,0.019403877,-283,0,13.05,58,21.27,32.20872339
42906,3,25,0,88,87,0.019403877,-283,0,0,0,0,32.36266173
42907,4,25,42,82,217,0.019492479,-283,0,12.99,58,15.28,32.88994914
42907,4,25,40,82,216,0.019492479,-283,0,13.02,58,22.17,35.00091659
42907,4,25,30,79,203,0.019492479,-283,0,12.97,58,22.35,35.52257827
42907,4,25,29,79,202,0.019492479,-283,0,12.97,58,22.35,35.52297205
42907,4,25,22,79,200,0.019492479,-283,0,13.12,58,22.34,34.45262142
42907,4,25,19,79,195,0.019492479,-283,0,12.98,58,21.2,34.18756278
42907,4,25,17,79,194,0.019492479,-283,0,12.98,58,21.2,34.06908925
42907,4,25,16,79,192,0.019492479,-283,0,12.98,58,21.2,33.02596399
42907,4,25,14,82,187,0.019492479,-283,0,12.98,58,21.2,32.3374687
42907,4,25,13,79,184,0.019492479,-283,0,13,58,21.13,32.60495936
42907,4,25,8,82,165,0.019492479,-283,0,13,58,21.13,31.2259454
42907,4,25,7,82,158,0.019492479,-283,0,13,58,21.13,29.21140659
42907,4,25,6,82,150,0.019492479,-283,0,13.07,58,21.31,28.94413723
42907,4,25,4,82,140,0.019492479,-283,0,13.07,58,21.31,28.63919118
42907,4,25,1,88,111,0.019492479,-283,0,13.07,58,21.31,30.62592221
42907,4,25,0,88,95,0.019492479,-283,0,0,0,0,34.81571349
42908,5,25,49,82,180,0.02371585,-283,0,12.99,58,0,34.69521188
42908,5,25,48,82,179,0.02371585,-283,0,13.02,58,15.28,34.12812786
42908,5,25,42,82,174,0.02371585,-283,0,13.02,0,15.28,32.61463828
42908,5,25,31,79,156,0.02371585,-283,0,12.97,58,22.07,29.58662598
42908,5,25,12,79,125,0.02371585,-283,0,13,58,21.13,26.88043025
42908,5,25,5,79,100,0.02371585,-283,0,13.14,44,21.29,28.68736499
42908,5,25,2,79,76,0.02371585,-283,0,13.14,44,21.29,31.54609928
42908,5,25,1,88,61,0.02371585,-283,0,13.14,44,21.29,36.67029194
42909,6,25,21,88,172,0.02371585,-283,0,12.98,58,15.35,39.71969079
42909,6,25,20,88,170,0.02371585,-283,0,12.96,58,15.54,41.76058591
42909,6,25,19,88,169,0.02371585,-283,0,12.96,58,15.54,43.96982038
42909,6,25,15,88,162,0.02371585,-283,0,12.96,58,15.54,44.556493
42909,6,25,11,82,155,0.02371585,-283,0,13,58,15.54,41.98271757
42909,6,25,10,79,149,0.02371585,-283,0,13,58,15.54,39.3114748
42909,6,25,9,82,140,0.02371585,-283,0,13,58,15.54,37.1672002
42909,6,25,6,88,125,0.02371585,-283,0,13.09,58,21.29,36.6697969
42909,6,25,2,71,59,0.02371585,-283,0,13.09,58,21.29,38.46592028
42909,6,25,1,88,53,0.02371585,-283,0,13.09,58,21.29,40.53237348
42910,7,25,43,82,175,0.02371585,-283,0,13.02,58,22.56,37.64546231
42910,7,25,42,82,171,0.02371585,-283,0,13.02,58,22.56,34.40277492
42910,7,25,41,82,167,0.02371585,-283,0,12.97,115,0,29.54238973
42910,7,25,16,79,138,0.02371585,-283,0,12.96,115,21.13,27.48795077
42910,7,25,11,79,125,0.02371585,-283,0,13,58,21.19,26.62946881
42910,7,25,9,79,115,0.02371585,-283,0,13,58,21.19,30.79055231
42910,7,25,7,79,111,0.02371585,-283,0,13,58,21.19,34.16498366
42910,7,25,4,82,96,0.02371585,-283,0,13.12,58,21.39,37.63154555
42910,7,25,4,88,94,0.02371585,-283,0,13.12,58,21.39,36.626417
42910,7,25,3,79,84,0.02371585,-283,0,13.12,58,21.39,36.13307188
42910,7,25,1,79,66,0.02371585,-283,0,13.12,58,21.39,36.68174247
42911,1,26,30,88,179,0.02371585,-283,0,13.12,68,22.34,37.80522338
42911,1,26,16,79,175,0.02371585,-283,0,12.96,68,21.13,36.70704857
42911,1,26,13,82,172,0.02371585,-283,0,13,68,21.19,36.37959539
42911,1,26,9,79,155,0.02371585,-283,0,13,68,21.19,35.29993708
42911,1,26,8,79,150,0.02371585,-283,0,13,68,21.19,33.62962531
42911,1,26,3,79,64,0.02371585,-283,0,13.12,54,21.29,34.01182413
42911,1,26,3,88,61,0.02371585,-283,0,13.12,54,21.29,36.6325746
42911,1,26,2,88,54,0.02371585,-283,0,13.12,54,21.29,38.59197241
42911,1,26,0,88,43,0.02371585,-283,0,0,0,0,40.97209294
42916,6,26,27,79,198,0.019403877,-283,0,12.96,58,21.13,41.66535626
42916,6,26,21,79,188,0.019403877,-283,0,12.96,58,21.13,40.10203946
42916,6,26,20,79,185,0.019403877,-283,0,13,58,21.19,38.6011306
42916,6,26,16,79,172,0.019403877,-283,0,13,58,21.19,36.7155825
42916,6,26,15,79,170,0.019403877,-283,0,13,58,21.19,35.56038211
42916,6,26,13,79,164,0.019403877,-283,0,12.98,58,21.29,35.77133072
42916,6,26,13,82,158,0.019403877,-283,0,12.98,58,21.29,35.98320037
42916,6,26,2,79,109,0.019403877,-283,0,13.12,58,21.29,34.3771882
42919,2,27,9,79,178,0.019492479,3244,0,12.98,58,21.29,36.58743329
42919,2,27,8,79,177,0.019492479,3244,0,12.98,58,21.29,37.01052414
42919,2,27,5,79,173,0.019492479,3244,0,13.15,58,21.28,35.35113823
42919,2,27,3,79,123,0.019492479,3244,0,13.15,58,21.28,35.18940851
42919,2,27,1,79,119,0.019492479,3244,0,13.15,58,21.28,36.66913966
42919,2,27,0,79,116,0.019492479,3244,0,0,0,0,35.44897402
42931,7,28,42,71,209,0.019403877,3244,0,12.98,115,22.34,38.13832806
42931,7,28,26,71,198,0.019403877,3244,0,12.98,58,21.29,43.5200272
42931,7,28,24,88,193,0.019403877,3244,0,12.98,58,21.29,46.07613777
42931,7,28,21,88,189,0.019403877,3244,0,12.98,58,21.29,47.70133599
42931,7,28,19,88,185,0.019403877,3244,0,13.05,58,21.28,48.25123688
42931,7,28,18,88,183,0.019403877,3244,0,13.05,58,21.28,45.45085451
42931,7,28,17,88,179,0.019403877,3244,0,13.05,58,21.28,42.55042725
42931,7,28,12,88,174,0.019403877,3244,0,12.93,58,21.23,41.25593888
42931,7,28,6,88,142,0.019403877,3244,0,43.16,90,21.99,41.04286869
42931,7,28,4,79,127,0.019403877,3244,0,43.16,90,21.99,40.36763272
42931,7,28,3,79,118,0.019403877,3244,0,43.16,90,21.99,39.74490791
42931,7,28,2,79,113,0.019403877,3244,0,43.16,90,21.99,39.5573455
42931,7,28,1,79,106,0.019403877,3244,0,43.16,90,21.99,38.86429148
42933,2,29,16,88,219,0.019403877,3244,0,42.85,58,21.28,39.05563712
42933,2,29,11,88,215,0.019403877,3244,0,42.74,58,21.23,38.83764703
42933,2,29,9,71,208,0.019403877,3244,0,42.74,58,21.23,41.91932689
42933,2,29,5,79,166,0.019403877,3244,0,43.11,90,21.99,41.55498369
42934,3,29,59,88,179,0.02371585,3244,0,43.05,58,15.43,42.83304072
42934,3,29,37,79,176,0.02371585,3244,0,42.84,35,21.13,43.33497658
42934,3,29,35,79,171,0.02371585,3244,0,42.84,35,21.13,44.03950617
42934,3,29,33,79,165,0.02371585,3244,0,42.97,58,21.27,40.36462952
42934,3,29,29,88,161,0.02371585,3244,0,42.97,58,21.27,40.24354178
42934,3,29,20,79,141,0.02371585,3244,0,42.85,44,21.23,38.27124091
42934,3,29,19,79,139,0.02371585,3244,0,42.85,44,21.23,35.61453537
42934,3,29,15,79,132,0.02371585,3244,0,42.85,44,21.23,34.15890482
42934,3,29,12,79,122,0.02371585,3244,0,42.74,44,21.97,34.93612497
42934,3,29,4,79,101,0.02371585,3244,0,43.11,58,21.99,35.92766923
42934,3,29,2,82,92,0.02371585,3244,0,43.11,58,21.99,35.82948374
42934,3,29,1,82,91,0.02371585,3244,0,43.11,58,21.99,35.02021959
42935,4,29,45,79,214,0.019492479,3244,0,43.08,35,21.2,36.47477098
42935,4,29,44,84,211,0.019492479,3244,0,43.08,35,21.2,36.94620948
42935,4,29,37,79,200,0.019492479,3244,0,42.84,44,21.13,35.57246799
42935,4,29,27,79,183,0.019492479,3244,0,42.9,58,15.67,35.52738651
42935,4,29,23,88,176,0.019492479,3244,0,42.9,58,15.67,36.5098922
42935,4,29,21,79,167,0.019492479,3244,0,42.9,58,15.67,34.35374164
42935,4,29,18,79,161,0.019492479,3244,0,42.74,44,21.23,32.66714164
42935,4,29,16,79,158,0.019492479,3244,0,42.74,44,21.23,33.02469289
42935,4,29,15,79,155,0.019492479,3244,0,42.74,44,21.23,33.68934754
42935,4,29,13,88,153,0.019492479,3244,0,42.84,58,16.58,35.39316289
42935,4,29,9,79,149,0.019492479,3244,0,42.84,58,16.58,37.09317249
42935,4,29,4,82,123,0.019492479,3244,0,43.11,58,21.14,36.26666999
42935,4,29,2,82,112,0.019492479,3244,0,43.11,58,21.14,33.826695
42935,4,29,1,82,95,0.019492479,3244,0,43.11,58,21.14,31.67406199
42935,4,29,0,82,77,0.019492479,3244,0,0,0,0,28.3418387
42936,5,29,37,79,176,0.02371585,3244,0,42.84,58,21.13,27.45289839
42936,5,29,33,79,172,0.02371585,3244,0,42.88,58,21.29,28.81359268
42936,5,29,27,79,157,0.02371585,3244,0,43.02,58,21.29,29.92795912
42936,5,29,26,79,152,0.02371585,3244,0,43.02,58,21.29,30.89810727
42936,5,29,23,79,144,0.02371585,3244,0,43.02,58,21.29,33.04654384
42936,5,29,19,79,137,0.02371585,3244,0,42.74,58,21.23,33.14676727
42936,5,29,18,79,134,0.02371585,3244,0,42.74,58,21.23,33.55650677
42936,5,29,16,88,127,0.02371585,3244,0,42.74,58,21.23,35.73230462
42936,5,29,15,88,123,0.02371585,3244,0,42.74,58,21.23,37.96841355
42936,5,29,3,88,90,0.02371585,3244,0,43.01,58,21.14,39.82223035
42936,5,29,2,88,88,0.02371585,3244,0,43.01,58,21.14,41.81577322
42936,5,29,2,79,86,0.02371585,3244,0,43.01,58,21.14,43.64600081
42936,5,29,1,79,75,0.02371585,3244,0,43.01,58,21.14,42.46565034
42937,6,29,57,69,220,0.019403877,3244,0,43.11,58,22.35,48.92211462
42937,6,29,27,88,218,0.019403877,3244,0,42.99,58,21.29,49.10603617
42937,6,29,20,79,208,0.019403877,3244,0,42.74,58,21.23,46.95591665
42937,6,29,18,88,203,0.019403877,3244,0,42.74,58,21.23,46.59233552
42937,6,29,16,88,198,0.019403877,3244,0,42.74,58,21.23,51.09859169
42937,6,29,15,71,196,0.019403877,3244,0,42.74,58,21.23,49.07286729
42937,6,29,7,88,181,0.019403877,3244,0,42.84,58,21.97,48.91056876
42937,6,29,6,79,178,0.019403877,3244,0,43.01,90,22.44,50.00186893
42937,6,29,2,88,98,0.019403877,3244,0,43.01,90,22.44,50.8945307
42937,6,29,1,71,87,0.019403877,3244,0,43.01,90,22.44,51.1095383
42938,7,29,55,85,180,0.02371585,3244,0,43,148,22.34,53.30318665
42938,7,29,39,71,174,0.02371585,3244,0,42.96,115,46.63,57.12118889
42938,7,29,35,71,165,0.02371585,3244,0,42.96,115,46.63,59.40466683
42938,7,29,18,79,130,0.02371585,3244,0,42.74,58,21.29,56.45082216
42938,7,29,16,88,120,0.02371585,3244,0,42.74,58,21.29,51.85882692
42938,7,29,15,79,118,0.02371585,3244,0,42.74,58,21.29,43.55525357
42938,7,29,11,88,92,0.02371585,3244,0,43.09,58,22.16,39.51681451
42938,7,29,8,88,89,0.02371585,3244,0,43.09,58,22.16,39.51025323
42938,7,29,5,71,74,0.02371585,3244,0,43.01,90,22.6,44.47980014
42938,7,29,4,71,72,0.02371585,3244,0,43.01,90,22.6,48.17864451
42938,7,29,3,71,67,0.02371585,3244,0,43.01,90,22.6,52.10452488
42938,7,29,2,71,60,0.02371585,3244,0,43.01,90,22.6,55.02567655
42938,7,29,2,85,56,0.02371585,3244,0,43.01,90,22.6,56.73552664
42938,7,29,1,71,43,0.02371585,3244,0,43.01,90,22.6,55.87093687
42939,1,30,49,75,180,0.02371585,3244,0,43,125,40.92,59.16029494
42939,1,30,46,75,175,0.02371585,3244,0,42.84,125,46.5,61.61769449
42939,1,30,31,85,169,0.02371585,3244,0,42.88,68,21.3,61.10449405
42939,1,30,28,71,166,0.02371585,3244,0,42.88,68,21.3,59.97104276
42939,1,30,24,71,153,0.02371585,3244,0,42.85,68,21.28,60.0371134
42939,1,30,12,71,133,0.02371585,3244,0,43.11,68,22.16,58.05108573
42939,1,30,8,71,78,0.02371585,3244,0,43.11,68,22.16,56.24994811
42939,1,30,7,71,72,0.02371585,3244,0,43.11,68,22.16,55.96311047
42939,1,30,5,85,65,0.02371585,3244,0,42.95,100,22.6,58.63580644
42939,1,30,5,71,61,0.02371585,3244,0,42.95,100,22.6,61.57818983
42939,1,30,4,69,57,0.02371585,3244,0,42.95,100,22.6,64.43262269
42939,1,30,3,69,45,0.02371585,3244,0,42.95,100,22.6,68.1117226
42939,1,30,3,80,44,0.02371585,3244,0,42.95,100,22.6,74.15133543
42939,1,30,2,80,41,0.02371585,3244,0,42.95,100,22.6,77.66044776
42939,1,30,1,69,40,0.02371585,3244,0,42.95,100,22.6,78.65453805
42939,1,30,0,85,23,0.02371585,3244,0,0,0,0,76.50479596
42941,3,30,48,69,180,0.02371585,3244,0,42.96,58,21.19,75.17447646
42941,3,30,42,71,177,0.02371585,3244,0,42.96,58,21.19,70.63268088
42941,3,30,41,71,173,0.02371585,3244,0,42.97,58,21.31,63.8363348
42941,3,30,33,79,154,0.02371585,3244,0,43.02,58,21.36,57.35261955
42941,3,30,31,79,146,0.02371585,3244,0,43.02,58,21.36,52.04755914
42941,3,30,16,88,100,0.02371585,3244,0,42.59,58,22.27,48.69011082
42941,3,30,14,88,90,0.02371585,3244,0,42.59,58,22.27,46.21269977
42941,3,30,13,71,81,0.02371585,3244,0,43.11,90,52.63,45.21261299
42941,3,30,12,71,77,0.02371585,3244,0,43.11,90,52.63,47.61725861
42941,3,30,10,71,73,0.02371585,3244,0,43.11,90,52.63,50.57209571
42941,3,30,9,71,71,0.02371585,3244,0,43.11,90,52.63,51.01014923
42941,3,30,8,71,65,0.02371585,3244,0,43.11,90,52.63,51.64541499
42941,3,30,7,71,60,0.02371585,3244,0,43.11,90,52.63,53.26017308
42941,3,30,6,71,59,0.02371585,3244,0,43.01,90,53.71,54.6872068
42941,3,30,4,85,40,0.02371585,3244,0,43.01,90,53.71,56.83992963
42941,3,30,3,85,31,0.02371585,3244,0,43.01,90,53.71,59.45252054
42941,3,30,2,85,20,0.02371585,3244,0,43.01,90,53.71,63.03849837
42941,3,30,1,69,14,0.02371585,3244,0,43.01,90,53.71,67.0935904
42942,4,30,43,86,174,0.02371585,3244,0,120.69,115,41.21,73.9700221
42942,4,30,33,88,170,0.02371585,3244,0,120.54,115,21.45,72.40956445
42942,4,30,32,88,169,0.02371585,3244,0,120.54,115,21.45,70.2331638
42942,4,30,28,88,162,0.02371585,3244,0,120.54,115,21.45,64.43557048
42942,4,30,24,88,141,0.02371585,3244,0,120.37,58,21.29,59.97660015
42942,4,30,19,71,110,0.02371585,3244,0,119.99,58,46.68,52.31605011
42942,4,30,18,85,107,0.02371585,3244,0,119.99,58,46.68,54.2360083
42942,4,30,16,85,95,0.02371585,3244,0,119.99,58,46.68,55.91713454
42942,4,30,15,85,94,0.02371585,3244,0,119.99,58,46.68,60.55668904
42942,4,30,14,69,87,0.02371585,3244,0,119.99,58,46.68,64.2236781
42942,4,30,7,80,69,0.02371585,3244,0,157.03,110,22.16,69.69042775
42942,4,30,6,80,66,0.02371585,3244,0,120.99,110,53.68,72.85997109
42942,4,30,5,80,62,0.02371585,3244,0,120.99,110,53.68,76.9541556
42942,4,30,4,86,60,0.02371585,3244,0,120.99,110,53.68,81.29373415
42942,4,30,3,86,56,0.02371585,3244,0,120.99,110,53.68,85.12325294
42942,4,30,2,84,52,0.02371585,3244,0,120.99,110,53.68,91.68466652
42942,4,30,1,81,50,0.02371585,3244,0,120.99,110,53.68,95.6739808
42942,4,30,0,81,41,0.02371585,3244,0,0,110,0,101.7134233
42943,5,30,56,86,180,0.02371585,3244,0,43.01,115,40.49,103.564594
42943,5,30,43,80,170,0.02371585,3244,0,120.69,115,41.13,99.10137648
42943,5,30,31,71,146,0.02371585,3244,0,121.09,148,46.86,86.24962444
42943,5,30,29,85,142,0.02371585,3244,0,121.09,148,46.86,77.0249135
42943,5,30,21,86,107,0.02371585,3244,0,156.64,140,52.67,73.09146351
42943,5,30,17,84,95,0.02371585,3244,0,155.66,140,53.6,74.79749806
42943,5,30,13,84,81,0.02371585,3244,0,199.07,140,46.62,81.99834695
42943,5,30,12,84,77,0.02371585,3244,0,199.07,140,46.62,91.9456118
42943,5,30,12,81,75,0.02371585,3244,0,199.07,140,46.62,103.9445265
42943,5,30,9,81,72,0.02371585,3244,0,199.07,140,46.62,106.7215175
42943,5,30,6,84,67,0.02371585,3244,0,243.97,140,103.13,106.9199202
42943,5,30,4,86,61,0.02371585,3244,0,243.97,140,103.13,105.9271091
42943,5,30,3,86,55,0.02371585,3244,0,243.97,140,103.13,103.160302
42943,5,30,2,86,42,0.02371585,3244,0,243.97,140,103.13,99.14667189
42943,5,30,1,86,27,0.02371585,3244,0,243.97,140,103.13,95.48691591
42944,6,30,26,81,305,0.013905059,3244,0,197.1,170,133.07,94.1089658
42944,6,30,17,84,294,0.013905059,3244,0,197.66,170,52.49,97.6473748
42944,6,30,11,81,275,0.013905059,3244,0,122.34,170,53.56,101.5678885
42944,6,30,9,81,261,0.013905059,3244,0,122.34,170,53.56,105.7137947
42944,6,30,8,81,260,0.013905059,3244,0,122.34,170,53.56,110.0735581
42944,6,30,7,81,258,0.013905059,3244,0,122.34,170,53.56,113.4070641
42944,6,30,6,81,256,0.013905059,3244,0,157.11,170,132.8,111.7579939
42944,6,30,4,81,252,0.013905059,3244,0,157.11,170,132.8,113.1313691
42944,6,30,4,77,245,0.013905059,3244,0,157.11,170,132.8,116.1564231
42944,6,30,3,78,243,0.013905059,3244,0,157.11,170,132.8,120.3573502
42944,6,30,2,81,185,0.013905059,3244,0,157.11,170,132.8,120.6994438
42944,6,30,0,81,156,0.013905059,3244,0,0,0,0,123.8513549
42945,7,30,61,81,180,0.02371585,3244,0,120.66,180,47.48,123.6824983
42945,7,30,57,81,179,0.02371585,3244,0,120.66,180,47.48,120.4896679
42945,7,30,49,84,168,0.02371585,3244,0,156.99,180,52.7,114.2921125
42945,7,30,47,81,164,0.02371585,3244,0,198.43,232,72.07,114.0912872
42945,7,30,46,84,163,0.02371585,3244,0,198.43,232,72.07,110.2345143
42945,7,30,45,84,160,0.02371585,3244,0,198.43,232,72.07,106.6233087
42945,7,30,44,84,155,0.02371585,3244,0,198.43,232,72.07,104.5957683
42945,7,30,29,80,151,0.02371585,3244,0,243.48,180,78.29,100.9305863
42945,7,30,25,86,125,0.02371585,3244,0,119.99,140,78.74,96.7930262
42945,7,30,23,84,121,0.02371585,3244,0,119.99,140,78.74,93.7987848
42945,7,30,22,84,111,0.02371585,3244,0,119.99,140,78.74,93.37070764
42945,7,30,20,84,103,0.02371585,3244,0,155.88,170,78.35,94.0051274
42945,7,30,18,81,98,0.02371585,3244,0,155.88,170,78.35,98.78996027
42945,7,30,17,78,94,0.02371585,3244,0,155.88,170,78.35,103.0103463
42945,7,30,16,78,84,0.02371585,3244,0,155.88,170,78.35,110.9030356
42945,7,30,15,77,82,0.02371585,3244,0,155.88,170,78.35,121.4659652
42945,7,30,14,77,74,0.02371585,3244,0,155.88,170,78.35,127.2285283
42945,7,30,12,77,72,0.02371585,3244,0,199.04,200,132.51,135.5422012
42945,7,30,11,77,70,0.02371585,3244,0,199.04,200,132.51,143.3528314
42945,7,30,10,75,67,0.02371585,3244,0,199.04,200,132.51,153.6658156
42945,7,30,2,76,53,0.02371585,3244,0,243.97,240,138.86,159.3874593
42946,1,31,54,75,306,0.013905059,3244,0,156.99,242,78.35,145.2200944
42946,1,31,36,81,294,0.013905059,3244,0,200.04,242,138.32,137.3727519
42946,1,31,34,78,286,0.013905059,3244,0,244.46,242,103.58,131.6926694
42946,1,31,29,78,272,0.013905059,3244,0,244.46,242,103.58,122.5421378
42946,1,31,28,78,271,0.013905059,3244,0,244.46,242,103.58,114.3127013
42946,1,31,27,78,270,0.013905059,3244,0,120.9,180,103.64,129.2006714
42946,1,31,26,78,268,0.013905059,3244,0,120.9,180,103.64,132.8074072
42946,1,31,25,78,265,0.013905059,3244,0,120.9,180,103.64,134.7411642
42946,1,31,23,77,254,0.013905059,3244,0,120.9,180,103.64,137.4080161
42946,1,31,22,78,249,0.013905059,3244,0,120.9,180,103.64,137.668758
42946,1,31,20,78,241,0.013905059,3244,0,157.47,180,103.09,136.3226016
42946,1,31,19,77,233,0.013905059,3244,0,157.47,180,103.09,140.5929826
42946,1,31,19,78,230,0.013905059,3244,0,157.47,180,103.09,140.8200188
42946,1,31,18,77,228,0.013905059,3244,0,157.47,180,103.09,138.5713723
42946,1,31,17,76,222,0.013905059,3244,0,157.47,180,103.09,144.8947138
42946,1,31,13,76,214,0.013905059,3244,0,200.61,210,165.29,154.0854855
42946,1,31,12,76,211,0.013905059,3244,0,200.61,210,165.29,160.3136473
42946,1,31,10,75,205,0.013905059,3244,0,200.61,210,165.29,171.6356508
42946,1,31,6,75,202,0.013905059,3244,0,292.02,250,164.11,183.4245603
42946,1,31,4,75,201,0.013905059,3244,0,292.02,250,164.11,186.0654938
42946,1,31,3,75,197,0.013905059,3244,0,292.02,250,164.11,189.1753112
42947,2,31,48,76,307,0.013905059,3244,0,198.94,180,103.55,188.1758266
42947,2,31,21,78,300,0.013905059,3244,0,120.9,170,103.59,178.5556498
42947,2,31,19,78,292,0.013905059,3244,0,155.88,200,134.61,166.5684891
42947,2,31,17,77,283,0.013905059,3244,0,155.88,200,134.61,162.0050983
42947,2,31,14,77,280,0.013905059,3244,0,155.88,200,134.61,150.1932273
42947,2,31,10,76,268,0.013905059,3244,0,243.86,240,164.93,149.2492371
42947,2,31,9,76,266,0.013905059,3244,0,243.86,240,164.93,157.2669841
42947,2,31,8,76,263,0.013905059,3244,0,243.86,240,164.93,165.0598511
42947,2,31,7,76,262,0.013905059,3244,0,243.86,240,164.93,172.1580379
42947,2,31,4,75,205,0.013905059,3244,0,244.99,240,189.36,183.8747573
42947,2,31,3,76,193,0.013905059,3244,0,244.99,240,189.36,184.5326513
42947,2,31,2,78,178,0.013905059,3244,0,244.99,240,189.36,174.1849776
42947,2,31,1,81,162,0.013905059,3244,0,244.99,240,189.36,161.6303099
42947,2,31,1,84,148,0.013905059,3244,0,244.99,240,189.36,144.3924569
